Epoch 0 lr=0.1: loss=356.176882982254, train_accuracy=0.4975024366471735,val_loss=19.5506649017334, val_accuracy=0.4946957007258515
Epoch 375 lr=0.0050539385615268: loss=118.59196385368705, train_accuracy=0.9008893762183235,val_loss=9.313158988952637, val_accuracy=0.8819095477386935
Epoch 376 lr=0.0050539385615268: loss=121.24626195803285, train_accuracy=0.8987573099415205,val_loss=8.092996597290039, val_accuracy=0.8855388051367951
Epoch 377 lr=0.0050539385615268: loss=120.79598307609558, train_accuracy=0.8979044834307992,val_loss=8.197236061096191, val_accuracy=0.8905639307649358
Epoch 378 lr=0.0050539385615268: loss=116.21280700713396, train_accuracy=0.9046052631578947,val_loss=8.391312599182129, val_accuracy=0.8844221105527639
Epoch 379 lr=0.0050539385615268: loss=119.40915577858686, train_accuracy=0.901803118908382,val_loss=9.384312629699707, val_accuracy=0.8777219430485762
Epoch 380 lr=0.0050539385615268: loss=118.98619708418846, train_accuracy=0.8979653996101364,val_loss=9.188071250915527, val_accuracy=0.878001116694584
Epoch 381 lr=0.0050539385615268: loss=120.82651898637414, train_accuracy=0.8982090643274854,val_loss=8.688077926635742, val_accuracy=0.8793969849246231
Epoch 382 lr=0.0050539385615268: loss=119.88328075036407, train_accuracy=0.8991837231968811,val_loss=8.43093204498291, val_accuracy=0.884142936906756
Epoch 383 lr=0.0050539385615268: loss=116.8369819894433, train_accuracy=0.8999756335282652,val_loss=9.72829818725586, val_accuracy=0.8788386376326075
Epoch 384 lr=0.0050539385615268: loss=120.25733126886189, train_accuracy=0.8985136452241715,val_loss=8.085917472839355, val_accuracy=0.8835845896147404
Epoch 385 lr=0.0050539385615268: loss=120.24016427621245, train_accuracy=0.8975389863547758,val_loss=8.071917533874512, val_accuracy=0.8886097152428811
Epoch 386 lr=0.0050539385615268: loss=120.38380878791213, train_accuracy=0.896807992202729,val_loss=8.136434555053711, val_accuracy=0.8844221105527639
Epoch 387 lr=0.0050539385615268: loss=118.65557251498103, train_accuracy=0.8989400584795322,val_loss=8.12332820892334, val_accuracy=0.8877721943048577
Epoch 388 lr=0.0050539385615268: loss=119.23784271627665, train_accuracy=0.9011939571150097,val_loss=8.923064231872559, val_accuracy=0.8802345058626466
Epoch 389 lr=0.0050539385615268: loss=117.35876917093992, train_accuracy=0.9022904483430799,val_loss=8.429510116577148, val_accuracy=0.8863763260748185
Epoch 390 lr=0.0050539385615268: loss=115.82816430553794, train_accuracy=0.9011939571150097,val_loss=9.087733268737793, val_accuracy=0.8793969849246231
Epoch 391 lr=0.0050539385615268: loss=118.84496250003576, train_accuracy=0.8995492202729045,val_loss=8.551136016845703, val_accuracy=0.8863763260748185
Epoch 392 lr=0.0050539385615268: loss=118.93489351123571, train_accuracy=0.8974171539961013,val_loss=8.745905876159668, val_accuracy=0.8830262423227248
Epoch 393 lr=0.0050539385615268: loss=116.57035168632865, train_accuracy=0.902046783625731,val_loss=8.251641273498535, val_accuracy=0.887213847012842
Epoch 394 lr=0.0050539385615268: loss=118.34339594095945, train_accuracy=0.8998538011695907,val_loss=9.063684463500977, val_accuracy=0.8799553322166388
Epoch 395 lr=0.0050539385615268: loss=121.61649586260319, train_accuracy=0.8943104288499025,val_loss=8.716615676879883, val_accuracy=0.8813512004466778
Epoch 396 lr=0.0050539385615268: loss=117.39565815404058, train_accuracy=0.9022295321637427,val_loss=8.103785514831543, val_accuracy=0.8855388051367951
Epoch 397 lr=0.0050539385615268: loss=117.57787721976638, train_accuracy=0.9009502923976608,val_loss=9.143755912780762, val_accuracy=0.8799553322166388
Epoch 398 lr=0.0050539385615268: loss=119.24235840886831, train_accuracy=0.8977826510721247,val_loss=9.076383590698242, val_accuracy=0.8738135120044668
Epoch 399 lr=0.0050539385615268: loss=119.42030480317771, train_accuracy=0.8981481481481481,val_loss=9.585559844970703, val_accuracy=0.8693467336683417
Epoch 400 lr=0.0050539385615268: loss=121.86969984322786, train_accuracy=0.8985136452241715,val_loss=8.930644035339355, val_accuracy=0.8729759910664433
Epoch 401 lr=0.0050539385615268: loss=116.34095761552453, train_accuracy=0.9015594541910331,val_loss=9.341887474060059, val_accuracy=0.8721384701284198
Epoch 402 lr=0.0050539385615268: loss=119.60750917345285, train_accuracy=0.8998538011695907,val_loss=8.302001953125, val_accuracy=0.8852596314907872
Epoch 403 lr=0.0050539385615268: loss=117.62920987978578, train_accuracy=0.9011939571150097,val_loss=8.161898612976074, val_accuracy=0.8866554997208264
Epoch 404 lr=0.0050539385615268: loss=118.12274670228362, train_accuracy=0.9023513645224172,val_loss=9.088630676269531, val_accuracy=0.8793969849246231
Epoch 405 lr=0.0050539385615268: loss=115.81847856938839, train_accuracy=0.9021076998050682,val_loss=8.28339672088623, val_accuracy=0.8874930206588498
Epoch 406 lr=0.0050539385615268: loss=118.29899059608579, train_accuracy=0.898635477582846,val_loss=8.534347534179688, val_accuracy=0.8807928531546622
Epoch 407 lr=0.0050539385615268: loss=119.75901203230023, train_accuracy=0.897843567251462,val_loss=8.701949119567871, val_accuracy=0.8813512004466778
Epoch 408 lr=0.0050539385615268: loss=119.45152185112238, train_accuracy=0.8988791423001949,val_loss=7.832564830780029, val_accuracy=0.890284757118928
Epoch 409 lr=0.0050539385615268: loss=121.19260776787996, train_accuracy=0.8964424951267057,val_loss=8.028973579406738, val_accuracy=0.8807928531546622
Epoch 410 lr=0.0050539385615268: loss=117.89756266027689, train_accuracy=0.8992446393762183,val_loss=8.013358116149902, val_accuracy=0.8908431044109436
Epoch 411 lr=0.0050539385615268: loss=117.89697701111436, train_accuracy=0.9037524366471735,val_loss=8.43676471710205, val_accuracy=0.8863763260748185
Epoch 412 lr=0.0050539385615268: loss=117.26619781181216, train_accuracy=0.901254873294347,val_loss=8.12966251373291, val_accuracy=0.8849804578447794
Epoch 413 lr=0.0050539385615268: loss=117.95191210880876, train_accuracy=0.9002802144249513,val_loss=9.908870697021484, val_accuracy=0.8701842546063652
Epoch 414 lr=0.0050539385615268: loss=120.28817477077246, train_accuracy=0.8990009746588694,val_loss=9.889649391174316, val_accuracy=0.8690675600223339
Epoch 415 lr=0.0050539385615268: loss=116.43094837665558, train_accuracy=0.9024731968810916,val_loss=8.177909851074219, val_accuracy=0.8866554997208264
Epoch 416 lr=0.0050539385615268: loss=113.81780832260847, train_accuracy=0.90625,val_loss=9.36272144317627, val_accuracy=0.8752093802345059
Epoch 417 lr=0.0050539385615268: loss=114.56075293943286, train_accuracy=0.902046783625731,val_loss=8.109187126159668, val_accuracy=0.8858179787828029
Epoch 418 lr=0.0050539385615268: loss=116.81660744175315, train_accuracy=0.9015594541910331,val_loss=9.238174438476562, val_accuracy=0.879676158570631
Epoch 419 lr=0.0050539385615268: loss=114.98098608478904, train_accuracy=0.9039351851851852,val_loss=9.445271492004395, val_accuracy=0.8754885538805137
Epoch 420 lr=0.0050539385615268: loss=117.72365942597389, train_accuracy=0.9005847953216374,val_loss=9.080774307250977, val_accuracy=0.8763260748185371
Epoch 421 lr=0.0050539385615268: loss=118.2360270023346, train_accuracy=0.8989400584795322,val_loss=8.406209945678711, val_accuracy=0.8883305415968733
Epoch 422 lr=0.0050539385615268: loss=114.84357902221382, train_accuracy=0.9035087719298246,val_loss=8.440308570861816, val_accuracy=0.8869346733668342
Epoch 423 lr=0.0050539385615268: loss=118.49430039525032, train_accuracy=0.8986963937621832,val_loss=8.335683822631836, val_accuracy=0.8833054159687326
Epoch 424 lr=0.0050539385615268: loss=114.43010354787111, train_accuracy=0.9035696881091618,val_loss=8.986634254455566, val_accuracy=0.884142936906756
Epoch 425 lr=0.0050539385615268: loss=118.3929098919034, train_accuracy=0.8983308966861598,val_loss=10.299068450927734, val_accuracy=0.8699050809603573
Epoch 426 lr=0.0050539385615268: loss=112.76795820705593, train_accuracy=0.9066154970760234,val_loss=8.652519226074219, val_accuracy=0.8835845896147404
Epoch 427 lr=0.0050539385615268: loss=115.07085387781262, train_accuracy=0.901803118908382,val_loss=8.606484413146973, val_accuracy=0.8886097152428811
Epoch 428 lr=0.0050539385615268: loss=115.5658973865211, train_accuracy=0.902838693957115,val_loss=9.347105979919434, val_accuracy=0.8771635957565606
Epoch 430 lr=0.0050539385615268: loss=117.641336876899, train_accuracy=0.9006457115009746,val_loss=8.74759578704834, val_accuracy=0.8849804578447794
Epoch 431 lr=0.0050539385615268: loss=116.1744459271431, train_accuracy=0.9025341130604289,val_loss=8.559090614318848, val_accuracy=0.8833054159687326
Epoch 432 lr=0.0050539385615268: loss=115.86693723127246, train_accuracy=0.9022295321637427,val_loss=9.68331527709961, val_accuracy=0.8824678950307091
Epoch 433 lr=0.0050539385615268: loss=117.12664884328842, train_accuracy=0.9000974658869396,val_loss=8.10572624206543, val_accuracy=0.8860971524288107
Epoch 434 lr=0.0050539385615268: loss=113.91377914696932, train_accuracy=0.9034478557504874,val_loss=8.550575256347656, val_accuracy=0.8838637632607482
Epoch 435 lr=0.0050539385615268: loss=117.09486128017306, train_accuracy=0.9032041910331384,val_loss=8.268749237060547, val_accuracy=0.8835845896147404
Epoch 436 lr=0.0050539385615268: loss=117.12094910442829, train_accuracy=0.9007675438596491,val_loss=8.532423973083496, val_accuracy=0.8819095477386935
Epoch 437 lr=0.0050539385615268: loss=118.02055547386408, train_accuracy=0.8997319688109162,val_loss=8.838568687438965, val_accuracy=0.8791178112786153
Epoch 438 lr=0.0050539385615268: loss=114.27097537741065, train_accuracy=0.905214424951267,val_loss=8.128698348999023, val_accuracy=0.8874930206588498
Epoch 439 lr=0.0050539385615268: loss=116.77748644351959, train_accuracy=0.9003411306042886,val_loss=9.127618789672852, val_accuracy=0.8777219430485762
Epoch 440 lr=0.0050539385615268: loss=115.47185864299536, train_accuracy=0.9019858674463938,val_loss=8.19135570526123, val_accuracy=0.8849804578447794
Epoch 441 lr=0.0050539385615268: loss=116.24571949616075, train_accuracy=0.9002802144249513,val_loss=8.688424110412598, val_accuracy=0.884142936906756
Epoch 442 lr=0.0050539385615268: loss=114.19369178265333, train_accuracy=0.9041788499025342,val_loss=8.116081237792969, val_accuracy=0.887213847012842
Epoch 443 lr=0.0050539385615268: loss=117.76613610982895, train_accuracy=0.9006457115009746,val_loss=9.128669738769531, val_accuracy=0.8807928531546622
Epoch 444 lr=0.0050539385615268: loss=117.37484497204423, train_accuracy=0.9024122807017544,val_loss=8.972915649414062, val_accuracy=0.8827470686767169
Epoch 445 lr=0.0050539385615268: loss=113.44504999369383, train_accuracy=0.9055190058479532,val_loss=8.235270500183105, val_accuracy=0.8863763260748185
Epoch 446 lr=0.0050539385615268: loss=112.37196089699864, train_accuracy=0.9058845029239766,val_loss=8.320152282714844, val_accuracy=0.8821887213847013
Epoch 447 lr=0.0050539385615268: loss=114.17386920750141, train_accuracy=0.9048489278752436,val_loss=8.678645133972168, val_accuracy=0.8849804578447794
Epoch 448 lr=0.0050539385615268: loss=113.9912035241723, train_accuracy=0.9035087719298246,val_loss=8.44443130493164, val_accuracy=0.8827470686767169
Epoch 449 lr=0.0050539385615268: loss=113.01957711577415, train_accuracy=0.9048489278752436,val_loss=8.841628074645996, val_accuracy=0.8849804578447794
Epoch 450 lr=0.0050539385615268: loss=112.95946708321571, train_accuracy=0.9045443469785575,val_loss=8.61861515045166, val_accuracy=0.8874930206588498
Epoch 451 lr=0.0050539385615268: loss=112.42496567964554, train_accuracy=0.9059454191033138,val_loss=8.913928031921387, val_accuracy=0.8791178112786153
Epoch 452 lr=0.0050539385615268: loss=116.36268966272473, train_accuracy=0.9053362573099415,val_loss=8.153704643249512, val_accuracy=0.8855388051367951
Epoch 453 lr=0.0050539385615268: loss=117.17124280147254, train_accuracy=0.8976608187134503,val_loss=8.063319206237793, val_accuracy=0.8858179787828029
Epoch 454 lr=0.0050539385615268: loss=115.45132422819734, train_accuracy=0.9010721247563352,val_loss=8.666964530944824, val_accuracy=0.8802345058626466
Epoch 455 lr=0.0050539385615268: loss=116.15412476286292, train_accuracy=0.9032041910331384,val_loss=8.818578720092773, val_accuracy=0.878001116694584
Epoch 456 lr=0.0050539385615268: loss=117.0323098897934, train_accuracy=0.9005847953216374,val_loss=8.276220321655273, val_accuracy=0.8807928531546622
Epoch 457 lr=0.0050539385615268: loss=116.61031505465508, train_accuracy=0.8996101364522417,val_loss=8.616825103759766, val_accuracy=0.8793969849246231
Epoch 458 lr=0.0050539385615268: loss=112.08692912012339, train_accuracy=0.9071028265107213,val_loss=8.388427734375, val_accuracy=0.884142936906756
Epoch 459 lr=0.0050539385615268: loss=119.65813548117876, train_accuracy=0.8963815789473685,val_loss=9.419836044311523, val_accuracy=0.8766052484645449
Epoch 460 lr=0.0050539385615268: loss=114.25690630823374, train_accuracy=0.9028996101364523,val_loss=9.250651359558105, val_accuracy=0.873534338358459
Epoch 461 lr=0.0050539385615268: loss=112.7394474633038, train_accuracy=0.9075292397660819,val_loss=8.704180717468262, val_accuracy=0.879676158570631
Epoch 462 lr=0.0050539385615268: loss=114.99471476301551, train_accuracy=0.904422514619883,val_loss=8.366124153137207, val_accuracy=0.879676158570631
Epoch 463 lr=0.0050539385615268: loss=113.46116932854056, train_accuracy=0.9046661793372319,val_loss=9.976214408874512, val_accuracy=0.8749302065884981
Epoch 464 lr=0.0050539385615268: loss=112.114746786654, train_accuracy=0.9052753411306043,val_loss=9.668750762939453, val_accuracy=0.8782802903405919
Epoch 465 lr=0.0050539385615268: loss=111.9878787919879, train_accuracy=0.9073464912280702,val_loss=9.672354698181152, val_accuracy=0.8701842546063652
Epoch 466 lr=0.0050539385615268: loss=114.98029815033078, train_accuracy=0.9025341130604289,val_loss=9.234552383422852, val_accuracy=0.8807928531546622
Epoch 467 lr=0.0050539385615268: loss=113.39994030445814, train_accuracy=0.9055190058479532,val_loss=8.533822059631348, val_accuracy=0.8799553322166388
Epoch 468 lr=0.0050539385615268: loss=111.51369753852487, train_accuracy=0.9063718323586745,val_loss=8.828521728515625, val_accuracy=0.879676158570631
Epoch 469 lr=0.0050539385615268: loss=113.66152580082417, train_accuracy=0.9041788499025342,val_loss=9.205768585205078, val_accuracy=0.871859296482412
Epoch 470 lr=0.0050539385615268: loss=113.9517073109746, train_accuracy=0.9019249512670565,val_loss=8.668573379516602, val_accuracy=0.8777219430485762
Epoch 471 lr=0.0050539385615268: loss=113.33865068852901, train_accuracy=0.9043615984405458,val_loss=8.699703216552734, val_accuracy=0.8766052484645449
Epoch 472 lr=0.0050539385615268: loss=112.61008379235864, train_accuracy=0.9029605263157895,val_loss=10.254159927368164, val_accuracy=0.8802345058626466
Epoch 473 lr=0.0050539385615268: loss=110.77749160304666, train_accuracy=0.9064327485380117,val_loss=10.434884071350098, val_accuracy=0.8676716917922948
Epoch 474 lr=0.0050539385615268: loss=113.18517532199621, train_accuracy=0.905214424951267,val_loss=9.329333305358887, val_accuracy=0.8833054159687326
Epoch 475 lr=0.0050539385615268: loss=115.27826320007443, train_accuracy=0.9027777777777778,val_loss=8.950590133666992, val_accuracy=0.8799553322166388
Epoch 476 lr=0.0050539385615268: loss=115.20409977063537, train_accuracy=0.9025341130604289,val_loss=8.92259407043457, val_accuracy=0.8863763260748185
Epoch 477 lr=0.0050539385615268: loss=112.85021078959107, train_accuracy=0.9067982456140351,val_loss=8.653078079223633, val_accuracy=0.8788386376326075
Epoch 478 lr=0.0050539385615268: loss=112.79982771910727, train_accuracy=0.9049098440545809,val_loss=8.465527534484863, val_accuracy=0.8821887213847013
Epoch 479 lr=0.0050539385615268: loss=111.80719757080078, train_accuracy=0.9064327485380117,val_loss=9.48989486694336, val_accuracy=0.8740926856504746
Epoch 480 lr=0.0050539385615268: loss=112.65437349118292, train_accuracy=0.9025341130604289,val_loss=9.20405101776123, val_accuracy=0.8729759910664433
Epoch 481 lr=0.0050539385615268: loss=110.4354139380157, train_accuracy=0.9066764132553606,val_loss=9.263656616210938, val_accuracy=0.8777219430485762
